"word","occurrences","frequency","weight","stem"
"mutter",1,0.000001,0.999002,"mutter"
"muttered",17,0.000017,0.983161,"mutter"
"mutterers",1,0.000001,0.999002,"mutter"
"muttering",8,0.000008,0.992040,"mutter"
"mutters",1,0.000001,0.999002,"mutter"
"mutton",8,0.000008,0.992040,"mutton"
"mutual",26,0.000026,0.974361,"mutual"
"mutual-aid",1,0.000001,0.999002,"mutual-aid"
"mutuality",1,0.000001,0.999002,"mutual"
"mutually",13,0.000013,0.987097,"mutual"
"muzak",1,0.000001,0.999002,"muzak"
"muzo",1,0.000001,0.999002,"muzo"
"muzyka",1,0.000001,0.999002,"muzyka"
"muzzle",10,0.000010,0.990060,"muzzl"
"muzzles",1,0.000001,0.999002,"muzzl"
"mv",1,0.000001,0.999002,"mv"
"mvp",1,0.000001,0.999002,"mvp"
"my",1318,0.001317,0.268034,"my"
"mycenae",2,0.000002,0.998004,"mycena"
"mycobacteria",1,0.000001,0.999002,"mycobacteria"
"mycology",1,0.000001,0.999002,"mycolog"
"myelofibrosis",1,0.000001,0.999002,"myelofibrosi"
"myeloid",1,0.000001,0.999002,"myeloid"
"myers",3,0.000003,0.997008,"myer"
"mylar",2,0.000002,0.998004,"mylar"
"myn",1,0.000001,0.999002,"myn"
"myne",1,0.000001,0.999002,"myne"
"mynheer",3,0.000003,0.997008,"mynheer"
"myocardial",3,0.000003,0.997008,"myocardi"
"myocardium",1,0.000001,0.999002,"myocardium"
"myofibrillae",2,0.000002,0.998004,"myofibrilla"
"myofibrils",1,0.000001,0.999002,"myofibril"
"myopia",1,0.000001,0.999002,"myopia"
"myopic",1,0.000001,0.999002,"myopic"
"myosin",1,0.000001,0.999002,"myosin"
"myra",27,0.000027,0.973388,"myra"
"myra's",4,0.000004,0.996012,"myra'"
"myriad",7,0.000007,0.993032,"myriad"
"myron",1,0.000001,0.999002,"myron"
"myrrh",2,0.000002,0.998004,"myrrh"
"myrtle",1,0.000001,0.999002,"myrtl"
"myself",129,0.000129,0.879091,"myself"
"mysteries",7,0.000007,0.993032,"mysteri"
"mysterious",26,0.000026,0.974361,"mysteri"
"mysteriously",2,0.000002,0.998004,"mysteri"
"mystery",39,0.000039,0.961789,"mysteri"
"mystery-story",1,0.000001,0.999002,"mystery-stori"
"mystic",3,0.000003,0.997008,"mystic"
"mystical",5,0.000005,0.995018,"mystic"
"mysticism",2,0.000002,0.998004,"mystic"
"mysticisms",1,0.000001,0.999002,"mystic"
"mystics",3,0.000003,0.997008,"mystic"
"mystification",1,0.000001,0.999002,"mystif"
"mystified",1,0.000001,0.999002,"mystifi"
"mystique",5,0.000005,0.995018,"mystiqu"
"myth",35,0.000035,0.965640,"myth"
"myth-making",2,0.000002,0.998004,"myth-mak"
"mythic",2,0.000002,0.998004,"mythic"
"mythological",13,0.000013,0.987097,"mytholog"
"mythologies",2,0.000002,0.998004,"mytholog"
"mythology",3,0.000003,0.997008,"mytholog"
"myths",6,0.000006,0.994024,"myth"
"mytton",1,0.000001,0.999002,"mytton"
"n",38,0.000038,0.962751,"n"
"nab",2,0.000002,0.998004,"nab"
"nabbed",1,0.000001,0.999002,"nab"
"nabisco",1,0.000001,0.999002,"nabisco"
"nacht",2,0.000002,0.998004,"nacht"
"nadine",17,0.000017,0.983161,"nadin"
"nadine's",3,0.000003,0.997008,"nadine'"
"nadir",2,0.000002,0.998004,"nadir"
"nae",1,0.000001,0.999002,"nae"
"naebm",2,0.000002,0.998004,"naebm"
"nagamo",1,0.000001,0.999002,"nagamo"
"nagasaki",2,0.000002,0.998004,"nagasaki"
"nagel",1,0.000001,0.999002,"nagel"
"nagged",1,0.000001,0.999002,"nag"
"nagging",9,0.000009,0.991050,"nag"
"nagle",1,0.000001,0.999002,"nagl"
"nagrin",5,0.000005,0.995018,"nagrin"
"nagrin's",1,0.000001,0.999002,"nagrin'"
"nahb",1,0.000001,0.999002,"nahb"
"nahce",1,0.000001,0.999002,"nahc"
"nail",6,0.000006,0.994024,"nail"
"nailed",11,0.000011,0.989071,"nail"
"nailing",1,0.000001,0.999002,"nail"
"nails",14,0.000014,0.986112,"nail"
"nair",1,0.000001,0.999002,"nair"
"nairne",2,0.000002,0.998004,"nairn"
"nairo",2,0.000002,0.998004,"nairo"
"nairobi",1,0.000001,0.999002,"nairobi"
"naive",19,0.000019,0.981199,"naiv"
"naively",1,0.000001,0.999002,"naiv"
"naivete",2,0.000002,0.998004,"naivet"
"nakamura",3,0.000003,0.997008,"nakamura"
"nakayasu",1,0.000001,0.999002,"nakayasu"
"naked",32,0.000032,0.968539,"nake"
"nakedly",1,0.000001,0.999002,"nakedli"
"nakedness",3,0.000003,0.997008,"naked"
"nakoma",1,0.000001,0.999002,"nakoma"
"naktong",2,0.000002,0.998004,"naktong"
"nam",13,0.000013,0.987097,"nam"
"nam's",1,0.000001,0.999002,"nam'"
"name",294,0.000294,0.745502,"name"
"name's",4,0.000004,0.996012,"name'"
"name-dropper",1,0.000001,0.999002,"name-dropp"
"named",84,0.000084,0.919511,"name"
"nameless",2,0.000002,0.998004,"nameless"
"namely",33,0.000033,0.967571,"name"
"names",89,0.000089,0.914929,"name"
"namesake",2,0.000002,0.998004,"namesak"
"naming",4,0.000004,0.996012,"name"
"nan",2,0.000002,0.998004,"nan"
"nancy",5,0.000005,0.995018,"nanci"
"nanook",1,0.000001,0.999002,"nanook"
"nantucket",4,0.000004,0.996012,"nantucket"
"naomi",2,0.000002,0.998004,"naomi"
"nap",4,0.000004,0.996012,"nap"
"naphta",1,0.000001,0.999002,"naphta"
"napkin",3,0.000003,0.997008,"napkin"
"napkins",2,0.000002,0.998004,"napkin"
"naples",3,0.000003,0.997008,"napl"
"napoleon",7,0.000007,0.993032,"napoleon"
"napoleon's",2,0.000002,0.998004,"napoleon'"
"napoleonic",1,0.000001,0.999002,"napoleon"
"napped",1,0.000001,0.999002,"nap"
"napping",1,0.000001,0.999002,"nap"
"naps",2,0.000002,0.998004,"nap"
"nara",6,0.000006,0.994024,"nara"
"narbonne",1,0.000001,0.999002,"narbonn"
"narcosis",1,0.000001,0.999002,"narcosi"
"narcotic",2,0.000002,0.998004,"narcot"
"narcotics",7,0.000007,0.993032,"narcot"
"narcotizes",1,0.000001,0.999002,"narcot"
"nareb",2,0.000002,0.998004,"nareb"
"nareb's",1,0.000001,0.999002,"nareb'"
"narragansett",6,0.000006,0.994024,"narragansett"
"narrated",1,0.000001,0.999002,"narrat"
"narration",2,0.000002,0.998004,"narrat"
"narrative",24,0.000024,0.976310,"narr"
"narratives",3,0.000003,0.997008,"narr"
"narrator",11,0.000011,0.989071,"narrat"
"narrow",63,0.000063,0.939004,"narrow"
"narrow-minded",1,0.000001,0.999002,"narrow-mind"
"narrowed",9,0.000009,0.991050,"narrow"
"narrower",7,0.000007,0.993032,"narrow"
"narrowing",4,0.000004,0.996012,"narrow"
"narrowly",6,0.000006,0.994024,"narrowli"
"narrowness",1,0.000001,0.999002,"narrow"
"narrows",3,0.000003,0.997008,"narrow"
"nary",1,0.000001,0.999002,"nari"
"nasal",2,0.000002,0.998004,"nasal"
"nasaled",1,0.000001,0.999002,"nasal"
"nascent",1,0.000001,0.999002,"nascent"
"nashville",7,0.000007,0.993032,"nashvil"
"nassau",14,0.000014,0.986112,"nassau"
"nassau's",1,0.000001,0.999002,"nassau'"
"nasser",2,0.000002,0.998004,"nasser"
"nasser's",1,0.000001,0.999002,"nasser'"
"nastier",1,0.000001,0.999002,"nastier"
"nastiest",1,0.000001,0.999002,"nastiest"
"nasty",5,0.000005,0.995018,"nasti"
"nat",1,0.000001,0.999002,"nat"
"natal",2,0.000002,0.998004,"natal"
"natalie",1,0.000001,0.999002,"natali"
"natch",1,0.000001,0.999002,"natch"
"natchez",2,0.000002,0.998004,"natchez"
"nate",5,0.000005,0.995018,"nate"
"nate's",2,0.000002,0.998004,"nate'"
"nathan",5,0.000005,0.995018,"nathan"
"nathanael",1,0.000001,0.999002,"nathanael"
"nathaniel",2,0.000002,0.998004,"nathaniel"
"nation",139,0.000139,0.870353,"nation"
"nation's",37,0.000037,0.963713,"nation'"
"nation-building",1,0.000001,0.999002,"nation-build"
"nation-state",6,0.000006,0.994024,"nation-st"
"nation-states",1,0.000001,0.999002,"nation-st"
"nation-wide",3,0.000003,0.997008,"nation-wid"
"national",375,0.000375,0.687555,"nation"
"nationalcar",1,0.000001,0.999002,"nationalcar"
"nationalism",35,0.000035,0.965640,"nation"
"nationalisms",2,0.000002,0.998004,"nation"
"nationalist",4,0.000004,0.996012,"nationalist"
"nationalistic",4,0.000004,0.996012,"nationalist"
"nationalists",1,0.000001,0.999002,"nationalist"
"nationality",3,0.000003,0.997008,"nation"
"nationalize",1,0.000001,0.999002,"nation"
"nationalized",2,0.000002,0.998004,"nation"
"nationalizing",1,0.000001,0.999002,"nation"
"nationally",10,0.000010,0.990060,"nation"
"nationals",4,0.000004,0.996012,"nation"
"nationhood",1,0.000001,0.999002,"nationhood"
"nations",175,0.000175,0.839608,"nation"
"nations'",3,0.000003,0.997008,"nations'"
"nationwide",5,0.000005,0.995018,"nationwid"
"native",46,0.000046,0.955087,"nativ"
"native-born",1,0.000001,0.999002,"native-born"
"natives",11,0.000011,0.989071,"nativ"
"nato",25,0.000025,0.975335,"nato"
"nato's",1,0.000001,0.999002,"nato'"
"natrona",1,0.000001,0.999002,"natrona"
"natty",1,0.000001,0.999002,"natti"
"natural",156,0.000156,0.855697,"natur"
"natural-law",1,0.000001,0.999002,"natural-law"
"naturalism",1,0.000001,0.999002,"natur"
"naturalist",1,0.000001,0.999002,"naturalist"
"naturalistic",4,0.000004,0.996012,"naturalist"
"naturalized",3,0.000003,0.997008,"natur"
"naturally",70,0.000070,0.932461,"natur"
"naturalness",2,0.000002,0.998004,"natur"
"naturam",1,0.000001,0.999002,"naturam"
"nature",191,0.000191,0.826295,"natur"
"nature's",3,0.000003,0.997008,"nature'"
"natures",4,0.000004,0.996012,"natur"
"naturopath",1,0.000001,0.999002,"naturopath"
"naught",2,0.000002,0.998004,"naught"
"naughtier",1,0.000001,0.999002,"naughtier"
"naughty",1,0.000001,0.999002,"naughti"
"nausea",3,0.000003,0.997008,"nausea"
"nauseated",2,0.000002,0.998004,"nauseat"
"nautical",2,0.000002,0.998004,"nautic"
"nautilus",2,0.000002,0.998004,"nautilu"
"naval",33,0.000033,0.967571,"naval"
"navel",2,0.000002,0.998004,"navel"
"navels",1,0.000001,0.999002,"navel"
"navigable",1,0.000001,0.999002,"navig"
"navigate",1,0.000001,0.999002,"navig"
"navigating",1,0.000001,0.999002,"navig"
"navigation",6,0.000006,0.994024,"navig"
"navigator",2,0.000002,0.998004,"navig"
"navigators",1,0.000001,0.999002,"navig"
"navona",4,0.000004,0.996012,"navona"
"navy",37,0.000037,0.963713,"navi"
"navy's",12,0.000012,0.988084,"navy'"
"navy-blue",1,0.000001,0.999002,"navy-blu"
"naw",1,0.000001,0.999002,"naw"
"nawt",1,0.000001,0.999002,"nawt"
"nawth",1,0.000001,0.999002,"nawth"
"naxos",1,0.000001,0.999002,"naxo"
"nay",2,0.000002,0.998004,"nay"
"nazarene",1,0.000001,0.999002,"nazaren"
"nazarova",1,0.000001,0.999002,"nazarova"
"nazi",13,0.000013,0.987097,"nazi"
"nazi-minded",1,0.000001,0.999002,"nazi-mind"
"nazis",12,0.000012,0.988084,"nazi"
"nazism",1,0.000001,0.999002,"nazism"
"nbc",6,0.000006,0.994024,"nbc"
"nbc-tv",1,0.000001,0.999002,"nbc-tv"
"nbs",3,0.000003,0.997008,"nb"
"nc",1,0.000001,0.999002,"nc"
"ncta",3,0.000003,0.997008,"ncta"
"ndola",1,0.000001,0.999002,"ndola"
"ne",6,0.000006,0.994024,"ne"
"neal",4,0.000004,0.996012,"neal"
"neanderthal",1,0.000001,0.999002,"neanderth"
"neapolitan",2,0.000002,0.998004,"neapolitan"
"near",198,0.000198,0.820537,"near"
"near-absence",1,0.000001,0.999002,"near-abs"
"near-at-hand",2,0.000002,0.998004,"near-at-hand"
"near-balkanization",1,0.000001,0.999002,"near-balkan"
"near-blind",1,0.000001,0.999002,"near-blind"
"near-by",2,0.000002,0.998004,"near-bi"
"near-communists",1,0.000001,0.999002,"near-communist"
"near-equivalents",1,0.000001,0.999002,"near-equival"
"near-misses",1,0.000001,0.999002,"near-miss"
"near-mutiny",1,0.000001,0.999002,"near-mutini"
"near-strangers",1,0.000001,0.999002,"near-strang"
"near-synonyms",1,0.000001,0.999002,"near-synonym"
"nearby",45,0.000045,0.956042,"nearbi"
"neared",3,0.000003,0.997008,"near"
"nearer",14,0.000014,0.986112,"nearer"
"nearest",24,0.000024,0.976310,"nearest"
"nearing",12,0.000012,0.988084,"near"
"nearly",141,0.000141,0.868615,"nearli"
"nearness",3,0.000003,0.997008,"near"
"nearsighted",1,0.000001,0.999002,"nearsight"
"nearsightedly",1,0.000001,0.999002,"nearsightedli"
"neat",21,0.000021,0.979240,"neat"
"neatest",1,0.000001,0.999002,"neatest"
"neatly",19,0.000019,0.981199,"neatli"
"neatness",1,0.000001,0.999002,"neat"
"nebraska",6,0.000006,0.994024,"nebraska"
"nebula",1,0.000001,0.999002,"nebula"
"nebular",1,0.000001,0.999002,"nebular"
"nebulous",3,0.000003,0.997008,"nebul"
"nec",1,0.000001,0.999002,"nec"
"necessaries",1,0.000001,0.999002,"necessari"
"necessarily",51,0.000051,0.950329,"necessarili"
"necessary",222,0.000222,0.801099,"necessari"
"necessitate",5,0.000005,0.995018,"necessit"
"necessitated",11,0.000011,0.989071,"necessit"
"necessitates",3,0.000003,0.997008,"necessit"
"necessitating",1,0.000001,0.999002,"necessit"
"necessities",13,0.000013,0.987097,"necess"
"necessity",40,0.000040,0.960829,"necess"
"neck",81,0.000081,0.922271,"neck"
"necking",1,0.000001,0.999002,"neck"
"necklace",3,0.000003,0.997008,"necklac"
"necklaces",2,0.000002,0.998004,"necklac"
"neckline",3,0.000003,0.997008,"necklin"
"necks",2,0.000002,0.998004,"neck"
"necktie",2,0.000002,0.998004,"neckti"
"necromantic",1,0.000001,0.999002,"necromant"
"necropsy",2,0.000002,0.998004,"necropsi"
"necrosis",3,0.000003,0.997008,"necrosi"
"necrotic",1,0.000001,0.999002,"necrot"
"nectar",3,0.000003,0.997008,"nectar"
"nectareous",1,0.000001,0.999002,"nectar"
"nectaries",1,0.000001,0.999002,"nectari"
"need",360,0.000360,0.697935,"need"
"needed",187,0.000187,0.829604,"need"
"needham",5,0.000005,0.995018,"needham"
"needham's",1,0.000001,0.999002,"needham'"
"needing",5,0.000005,0.995018,"need"
"needle",15,0.000015,0.985127,"needl"
"needle-sharp",1,0.000001,0.999002,"needle-sharp"
"needled",1,0.000001,0.999002,"needl"
"needles",6,0.000006,0.994024,"needl"
"needless",11,0.000011,0.989071,"needless"
"needlessly",1,0.000001,0.999002,"needlessli"
"needs",152,0.000152,0.859123,"need"
"needy",6,0.000006,0.994024,"needi"
"neesen",1,0.000001,0.999002,"neesen"
"negate",2,0.000002,0.998004,"negat"
"negation",5,0.000005,0.995018,"negat"
"negative",53,0.000053,0.948432,"neg"
"negatively",2,0.000002,0.998004,"neg"
"negativism",1,0.000001,0.999002,"negativ"
"neglect",12,0.000012,0.988084,"neglect"
"neglected",18,0.000018,0.982179,"neglect"
"neglecting",5,0.000005,0.995018,"neglect"
"neglects",1,0.000001,0.999002,"neglect"
"negligence",4,0.000004,0.996012,"neglig"
"negligent",2,0.000002,0.998004,"neglig"
"negligible",10,0.000010,0.990060,"neglig"
"negociant",2,0.000002,0.998004,"negoci"
"negociants",1,0.000001,0.999002,"negoci"
"negotiate",10,0.000010,0.990060,"negoti"
"negotiated",7,0.000007,0.993032,"negoti"
"negotiating",8,0.000008,0.992040,"negoti"
"negotiation",6,0.000006,0.994024,"negoti"
"negotiations",20,0.000020,0.980219,"negoti"
"negro",107,0.000107,0.898625,"negro"
"negro's",4,0.000004,0.996012,"negro'"
"negro-appeal",6,0.000006,0.994024,"negro-app"
"negroes",59,0.000059,0.942764,"negro"
"negroes'",1,0.000001,0.999002,"negroes'"
"negroid",1,0.000001,0.999002,"negroid"
"nehf",1,0.000001,0.999002,"nehf"
"nehru",5,0.000005,0.995018,"nehru"
"nehru's",1,0.000001,0.999002,"nehru'"
"neighbor",14,0.000014,0.986112,"neighbor"
"neighbor's",3,0.000003,0.997008,"neighbor'"
"neighborhood",58,0.000058,0.943706,"neighborhood"
"neighborhoods",17,0.000017,0.983161,"neighborhood"
"neighboring",24,0.000024,0.976310,"neighbor"
"neighborliness",1,0.000001,0.999002,"neighborli"
"neighbors",40,0.000040,0.960829,"neighbor"
"neighbors'",1,0.000001,0.999002,"neighbors'"
"neighbourhood",1,0.000001,0.999002,"neighbourhood"
"neighbours",1,0.000001,0.999002,"neighbour"
"neil",3,0.000003,0.997008,"neil"
"neilson",1,0.000001,0.999002,"neilson"
"neiman-marcus",4,0.000004,0.996012,"neiman-marcu"
"neisse",2,0.000002,0.998004,"neiss"
"neisse-oder",1,0.000001,0.999002,"neisse-od"
"neither",141,0.000141,0.868615,"neither"
"neitzbohr",4,0.000004,0.996012,"neitzbohr"
"nell",1,0.000001,0.999002,"nell"
"nellie",6,0.000006,0.994024,"nelli"
"nelson",16,0.000016,0.984144,"nelson"
"nemesis",4,0.000004,0.996012,"nemesi"
"nennius",2,0.000002,0.998004,"nenniu"
"neo-",1,0.000001,0.999002,"neo-"
"neo-classicism",2,0.000002,0.998004,"neo-classic"
"neo-classicists",1,0.000001,0.999002,"neo-classicist"
"neo-dadaist",1,0.000001,0.999002,"neo-dadaist"
"neo-ecclesiasticism",1,0.000001,0.999002,"neo-ecclesiastic"
"neo-jazz",1,0.000001,0.999002,"neo-jazz"
"neo-paganism",1,0.000001,0.999002,"neo-pagan"
"neo-popularism",1,0.000001,0.999002,"neo-popular"
"neo-romanticism",1,0.000001,0.999002,"neo-romantic"
"neo-stagnationist",1,0.000001,0.999002,"neo-stagnationist"
"neo-swing",1,0.000001,0.999002,"neo-sw"
"neocortex",5,0.000005,0.995018,"neocortex"
"neocortical-hypothalamic",2,0.000002,0.998004,"neocortical-hypothalam"
"neoliberal",1,0.000001,0.999002,"neoliber"
"neon",14,0.000014,0.986112,"neon"
"neon-lighted",1,0.000001,0.999002,"neon-light"
"neon-lit",2,0.000002,0.998004,"neon-lit"
"neonatal",1,0.000001,0.999002,"neonat"
"nepal",1,0.000001,0.999002,"nepal"
"nephew",9,0.000009,0.991050,"nephew"
"nephews",5,0.000005,0.995018,"nephew"
"neptune",3,0.000003,0.997008,"neptun"
"nerien",2,0.000002,0.998004,"nerien"
"nernst",2,0.000002,0.998004,"nernst"
"nero",3,0.000003,0.997008,"nero"
"nerve",12,0.000012,0.988084,"nerv"
"nerve-ends",1,0.000001,0.999002,"nerve-end"
"nerve-shattering",2,0.000002,0.998004,"nerve-shatt"
"nerveless",1,0.000001,0.999002,"nerveless"
"nerves",22,0.000022,0.978262,"nerv"
"nervous",24,0.000024,0.976310,"nervou"
"nervously",3,0.000003,0.997008,"nervous"
"nervousness",2,0.000002,0.998004,"nervous"
"nest",20,0.000020,0.980219,"nest"
"nested",4,0.000004,0.996012,"nest"
"nester",2,0.000002,0.998004,"nester"
"nesting",2,0.000002,0.998004,"nest"
"nestled",3,0.000003,0.997008,"nestl"
"nestling",2,0.000002,0.998004,"nestl"
"nestor",1,0.000001,0.999002,"nestor"
"nests",3,0.000003,0.997008,"nest"
"net",34,0.000034,0.966605,"net"
"net-like",1,0.000001,0.999002,"net-lik"
"nether",1,0.000001,0.999002,"nether"
"netherlands",3,0.000003,0.997008,"netherland"
"nets",3,0.000003,0.997008,"net"
"netted",1,0.000001,0.999002,"net"
"netting",1,0.000001,0.999002,"net"
"nettled",2,0.000002,0.998004,"nettl"
"nettlesome",1,0.000001,0.999002,"nettlesom"
"network",30,0.000030,0.970476,"network"
"network's",1,0.000001,0.999002,"network'"
"networks",16,0.000016,0.984144,"network"
"networks'",1,0.000001,0.999002,"networks'"
"neuberger",1,0.000001,0.999002,"neuberg"
"neumann",1,0.000001,0.999002,"neumann"
"neural",3,0.000003,0.997008,"neural"
"neuralgia",1,0.000001,0.999002,"neuralgia"
"neurasthenic",1,0.000001,0.999002,"neurasthen"
"neurenschatz",1,0.000001,0.999002,"neurenschatz"
"neuritis",1,0.000001,0.999002,"neuriti"
"neurological",1,0.000001,0.999002,"neurolog"
"neurologist",1,0.000001,0.999002,"neurologist"
"neuromuscular",1,0.000001,0.999002,"neuromuscular"
"neuron",1,0.000001,0.999002,"neuron"
"neuronal",1,0.000001,0.999002,"neuron"
"neuropathology",1,0.000001,0.999002,"neuropatholog"
"neuropsychiatric",2,0.000002,0.998004,"neuropsychiatr"
"neuroses",4,0.000004,0.996012,"neuros"
"neurosis",6,0.000006,0.994024,"neurosi"
"neurotic",10,0.000010,0.990060,"neurot"
"neusteter",1,0.000001,0.999002,"neustet"
"neusteters",1,0.000001,0.999002,"neustet"
"neuter",1,0.000001,0.999002,"neuter"
"neutral",39,0.000039,0.961789,"neutral"
"neutralism",5,0.000005,0.995018,"neutral"
"neutralist",8,0.000008,0.992040,"neutralist"
"neutralists",2,0.000002,0.998004,"neutralist"
"neutrality",3,0.000003,0.997008,"neutral"
"neutralization",2,0.000002,0.998004,"neutral"
"neutralize",1,0.000001,0.999002,"neutral"
"neutralized",5,0.000005,0.995018,"neutral"
"neutron",1,0.000001,0.999002,"neutron"
"neutrophils",5,0.000005,0.995018,"neutrophil"
"nev.",1,0.000001,0.999002,"nev."
"nevada",6,0.000006,0.994024,"nevada"
"nevah",1,0.000001,0.999002,"nevah"
"neveh",1,0.000001,0.999002,"neveh"
"never",697,0.000696,0.498435,"never"
"never-predictable",1,0.000001,0.999002,"never-predict"
"never-to-be-forgotten",1,0.000001,0.999002,"never-to-be-forgotten"
"neversink",3,0.000003,0.997008,"neversink"
"nevertheless",73,0.000073,0.929671,"nevertheless"
"nevsky",1,0.000001,0.999002,"nevski"
"new",1635,0.001633,0.195281,"new"
"new-england",1,0.000001,0.999002,"new-england"
"new-found",3,0.000003,0.997008,"new-found"
"new-house",1,0.000001,0.999002,"new-hous"
"new-rich",1,0.000001,0.999002,"new-rich"
"new-spilled",1,0.000001,0.999002,"new-spil"
"new-waver",1,0.000001,0.999002,"new-wav"
"new-york",1,0.000001,0.999002,"new-york"
"newark",8,0.000008,0.992040,"newark"
"newarker",1,0.000001,0.999002,"newark"
