"stem","occurrences","frequency","weight"
"piquant",2,0.000002,0.998004
"piraci",1,0.000001,0.999002
"piraeu",1,0.000001,0.999002
"pirandello",1,0.000001,0.999002
"piranesi",1,0.000001,0.999002
"piraro",1,0.000001,0.999002
"pirat",16,0.000016,0.984144
"pirates'",1,0.000001,0.999002
"piri",1,0.000001,0.999002
"pirogu",1,0.000001,0.999002
"pirouett",4,0.000004,0.996012
"pisc",1,0.000001,0.999002
"piss",1,0.000001,0.999002
"pistachio",1,0.000001,0.999002
"pistol",32,0.000032,0.968539
"pistol-pack",1,0.000001,0.999002
"pistol-whip",2,0.000002,0.998004
"piston",10,0.000010,0.990060
"pit",18,0.000018,0.982179
"pit-run",3,0.000003,0.997008
"pitch",52,0.000052,0.949380
"pitcher",29,0.000029,0.971445
"pitchfork",2,0.000002,0.998004
"piteou",1,0.000001,0.999002
"pitfal",4,0.000004,0.996012
"pith",1,0.000001,0.999002
"pithi",1,0.000001,0.999002
"piti",22,0.000022,0.978262
"pitiabl",3,0.000003,0.997008
"pitiless",2,0.000002,0.998004
"pitilessli",1,0.000001,0.999002
"pitney-bow",1,0.000001,0.999002
"pitt",2,0.000002,0.998004
"pitt-riv",1,0.000001,0.999002
"pitteng",1,0.000001,0.999002
"pittsboro",1,0.000001,0.999002
"pittsburgh",27,0.000027,0.973388
"pituitari",11,0.000011,0.989071
"pityingli",1,0.000001,0.999002
"piu",2,0.000002,0.998004
"pivot",4,0.000004,0.996012
"piwen",1,0.000001,0.999002
"pixi",1,0.000001,0.999002
"pizarro",1,0.000001,0.999002
"pizza",3,0.000003,0.997008
"pizzicato",1,0.000001,0.999002
"pl.",2,0.000002,0.998004
"placat",1,0.000001,0.999002
"place",823,0.000822,0.439485
"place-kick",4,0.000004,0.996012
"place-nam",9,0.000009,0.991050
"placeless",1,0.000001,0.999002
"placement",15,0.000015,0.985127
"placentia",1,0.000001,0.999002
"placid",6,0.000006,0.994024
"plagiar",1,0.000001,0.999002
"plagu",11,0.000011,0.989071
"plaid",2,0.000002,0.998004
"plain",62,0.000062,0.939943
"plain-clothesmen",2,0.000002,0.998004
"plain-out",1,0.000001,0.999002
"plain-spoken",2,0.000002,0.998004
"plaincloth",1,0.000001,0.999002
"plainest",1,0.000001,0.999002
"plainfield",3,0.000003,0.997008
"plainli",18,0.000018,0.982179
"plaintiff",8,0.000008,0.992040
"plaintiff'",1,0.000001,0.999002
"plaintiv",2,0.000002,0.998004
"plainview",1,0.000001,0.999002
"plan",522,0.000521,0.593652
"plan'",1,0.000001,0.999002
"planar",2,0.000002,0.998004
"plane",141,0.000141,0.868615
"planeload",1,0.000001,0.999002
"planer",3,0.000003,0.997008
"planet",43,0.000043,0.957954
"planet'",1,0.000001,0.999002
"planetari",21,0.000021,0.979240
"planetarium",1,0.000001,0.999002
"planeten",1,0.000001,0.999002
"planetoid",2,0.000002,0.998004
"plank",20,0.000020,0.980219
"planner",15,0.000015,0.985127
"planoconcav",1,0.000001,0.999002
"plant",201,0.000201,0.818082
"plant'",2,0.000002,0.998004
"plant-loc",1,0.000001,0.999002
"plantain",1,0.000001,0.999002
"plantat",26,0.000026,0.974361
"planter",8,0.000008,0.992040
"planters'",2,0.000002,0.998004
"plaqu",6,0.000006,0.994024
"plasm",1,0.000001,0.999002
"plasma",13,0.000013,0.987097
"plaster",31,0.000031,0.969507
"plaster-of-pari",1,0.000001,0.999002
"plasti-bar",1,0.000001,0.999002
"plastic",68,0.000068,0.934326
"plastic-cov",1,0.000001,0.999002
"plastisol",1,0.000001,0.999002
"plat",1,0.000001,0.999002
"plate",46,0.000046,0.955087
"plateau",3,0.000003,0.997008
"platform",77,0.000077,0.925963
"platform-control",1,0.000001,0.999002
"plath",1,0.000001,0.999002
"platinum",4,0.000004,0.996012
"platitudin",1,0.000001,0.999002
"plato",20,0.000020,0.980219
"plato'",14,0.000014,0.986112
"platon",7,0.000007,0.993032
"platonica",1,0.000001,0.999002
"platonist",2,0.000002,0.998004
"platoon",10,0.000010,0.990060
"platter",3,0.000003,0.997008
"plausibl",4,0.000004,0.996012
"play",475,0.000475,0.622189
"play'",3,0.000003,0.997008
"play-act",1,0.000001,0.999002
"play-girl",1,0.000001,0.999002
"play-off",1,0.000001,0.999002
"playa",1,0.000001,0.999002
"playabl",1,0.000001,0.999002
"playback",2,0.000002,0.998004
"playboy",2,0.000002,0.998004
"playboy-show-biz",1,0.000001,0.999002
"played-out",2,0.000002,0.998004
"player",80,0.000080,0.923192
"player'",7,0.000007,0.993032
"players'",1,0.000001,0.999002
"playground",4,0.000004,0.996012
"playhous",5,0.000005,0.995018
"playin'",1,0.000001,0.999002
"playmat",4,0.000004,0.996012
"playoff",2,0.000002,0.998004
"playroom",1,0.000001,0.999002
"playtim",1,0.000001,0.999002
"playwright",4,0.000004,0.996012
"playwright-director",1,0.000001,0.999002
"playwrit",1,0.000001,0.999002
"plaza",3,0.000003,0.997008
"plazek",1,0.000001,0.999002
"plea",14,0.000014,0.986112
"plead",25,0.000025,0.975335
"pleader",1,0.000001,0.999002
"pleas",115,0.000115,0.891472
"pleasanc",1,0.000001,0.999002
"pleasant",39,0.000039,0.961789
"pleasantli",10,0.000010,0.990060
"pleasin'",1,0.000001,0.999002
"pleasingli",1,0.000001,0.999002
"pleasur",68,0.000068,0.934326
"pleasure-boat",1,0.000001,0.999002
"pleat",1,0.000001,0.999002
"plebeian",1,0.000001,0.999002
"plebian",1,0.000001,0.999002
"pledg",11,0.000011,0.989071
"plee-z",1,0.000001,0.999002
"plenari",4,0.000004,0.996012
"plenipotentiari",1,0.000001,0.999002
"plenitud",1,0.000001,0.999002
"plenti",62,0.000062,0.939943
"pleura",6,0.000006,0.994024
"pleural",6,0.000006,0.994024
"plexigla",1,0.000001,0.999002
"pli",2,0.000002,0.998004
"pliabl",1,0.000001,0.999002
"pliant",1,0.000001,0.999002
"plier",1,0.000001,0.999002
"plight",7,0.000007,0.993032
"plink",1,0.000001,0.999002
"pliny'",1,0.000001,0.999002
"plod",7,0.000007,0.993032
"plop",1,0.000001,0.999002
"plot",57,0.000057,0.944650
"plow",31,0.000031,0.969507
"plowman'",1,0.000001,0.999002
"plowshar",1,0.000001,0.999002
"plu",72,0.000072,0.930600
"pluck",7,0.000007,0.993032
"plug",29,0.000029,0.971445
"plugugli",2,0.000002,0.998004
"plum",1,0.000001,0.999002
"plumb",15,0.000015,0.985127
"plumber",4,0.000004,0.996012
"plume",3,0.000003,0.997008
"plummer",2,0.000002,0.998004
"plummet",1,0.000001,0.999002
"plump",10,0.000010,0.990060
"plunder",4,0.000004,0.996012
"plung",25,0.000025,0.975335
"plunk",2,0.000002,0.998004
"plunker",1,0.000001,0.999002
"plural",1,0.000001,0.999002
"pluralist",2,0.000002,0.998004
"plus-on",3,0.000003,0.997008
"plush",3,0.000003,0.997008
"plutarch",1,0.000001,0.999002
"plymouth",11,0.000011,0.989071
"plympton",1,0.000001,0.999002
"plywood",9,0.000009,0.991050
"pm",3,0.000003,0.997008
"pmr",1,0.000001,0.999002
"pneumonia",3,0.000003,0.997008
"po",1,0.000001,0.999002
"po'",2,0.000002,0.998004
"po'k",3,0.000003,0.997008
"poach",2,0.000002,0.998004
"poark",1,0.000001,0.999002
"pocasset",3,0.000003,0.997008
"pocket",65,0.000065,0.937130
"pocket'",1,0.000001,0.999002
"pocket-s",1,0.000001,0.999002
"pocketbook",4,0.000004,0.996012
"pockmanster'",1,0.000001,0.999002
"pocono",1,0.000001,0.999002
"pod",4,0.000004,0.996012
"podger",22,0.000022,0.978262
"podger'",2,0.000002,0.998004
"podium",1,0.000001,0.999002
"podolia",1,0.000001,0.999002
"poe",4,0.000004,0.996012
"poem",130,0.000130,0.878213
"poems-in-drawing-and-typ",1,0.000001,0.999002
"poeple'",1,0.000001,0.999002
"poesi",1,0.000001,0.999002
"poet",131,0.000131,0.877336
"poet'",13,0.000013,0.987097
"poet-paint",1,0.000001,0.999002
"poetic",41,0.000041,0.959870
"poetiz",2,0.000002,0.998004
"poetri",89,0.000089,0.914929
"poetry'",1,0.000001,0.999002
"poetry-and-jazz",4,0.000004,0.996012
"pogrom",2,0.000002,0.998004
"pogu",1,0.000001,0.999002
"pohl",11,0.000011,0.989071
"pohl'",3,0.000003,0.997008
"pohli",2,0.000002,0.998004
"poignanc",2,0.000002,0.998004
"poignant",6,0.000006,0.994024
"poignantli",1,0.000001,0.999002
"poindext",1,0.000001,0.999002
"point",638,0.000637,0.528695
"point-blank",1,0.000001,0.999002
"pointedli",3,0.000003,0.997008
"pointer",4,0.000004,0.996012
"pointless",1,0.000001,0.999002
"poirot",2,0.000002,0.998004
"pois",20,0.000020,0.980219
"poison",24,0.000024,0.976310
"poitrin",3,0.000003,0.997008
"poitrine'",2,0.000002,0.998004
"poke",13,0.000013,0.987097
"pokeneu",1,0.000001,0.999002
"poker",6,0.000006,0.994024
"pokerfac",1,0.000001,0.999002
"poland",33,0.000033,0.967571
"poland'",2,0.000002,0.998004
"polar",24,0.000024,0.976310
"polari",10,0.000010,0.990060
"polaroid",1,0.000001,0.999002
"poldowski",1,0.000001,0.999002
"pole",32,0.000032,0.968539
"polecat",1,0.000001,0.999002
"polem",3,0.000003,0.997008
"poli",1,0.000001,0.999002
"polic",159,0.000159,0.853136
"police-dodg",1,0.000001,0.999002
"policeman",19,0.000019,0.981199
"policeman'",1,0.000001,0.999002
"policeman-murder",1,0.000001,0.999002
"policemen",15,0.000015,0.985127
"policemen'",1,0.000001,0.999002
"polici",290,0.000290,0.374243
"policy-mak",4,0.000004,0.996012
"policy-ori",1,0.000001,0.999002
"polio",1,0.000001,0.999002
"polish",36,0.000036,0.964676
"polit",364,0.000364,0.695152
"politburo",1,0.000001,0.999002
"politi",2,0.000002,0.998004
"politician",32,0.000032,0.968539
"politick",1,0.000001,0.999002
"politico",2,0.000002,0.998004
"politico-sociolog",1,0.000001,0.999002
"politics-ridden",1,0.000001,0.999002
"polk'",1,0.000001,0.999002
"polka",1,0.000001,0.999002
"polka-dot",1,0.000001,0.999002
"poll",23,0.000023,0.977286
"pollen",11,0.000011,0.989071
"pollen-and-nectar",1,0.000001,0.999002
"pollock",8,0.000008,0.992040
"pollock'",1,0.000001,0.999002
"pollut",7,0.000007,0.993032
"polo",4,0.000004,0.996012
"pololu",1,0.000001,0.999002
"polonais",1,0.000001,0.999002
"poltava",2,0.000002,0.998004
"poltawa",1,0.000001,0.999002
"poly-unsatur",2,0.000002,0.998004
"polyanka",1,0.000001,0.999002
"polybuten",2,0.000002,0.998004
"polychem",1,0.000001,0.999002
"polycrystallin",3,0.000003,0.997008
"polyelectrolyt",1,0.000001,0.999002
"polyest",7,0.000007,0.993032
"polyeth",8,0.000008,0.992040
"polyether-typ",1,0.000001,0.999002
"polyethylen",4,0.000004,0.996012
"polygyn",1,0.000001,0.999002
"polyisobutylen",1,0.000001,0.999002
"polyisocyan",2,0.000002,0.998004
"polym",5,0.000005,0.995018
"polymer",10,0.000010,0.990060
"polymyos",1,0.000001,0.999002
"polynomi",38,0.000038,0.962751
"polyphosph",6,0.000006,0.994024
"polypropylen",3,0.000003,0.997008
"polysiloxan",1,0.000001,0.999002
"polystyren",1,0.000001,0.999002
"polytechn",1,0.000001,0.999002
"polyton",1,0.000001,0.999002
"polyunsatur",1,0.000001,0.999002
"pomad",1,0.000001,0.999002
"pomerania",1,0.000001,0.999002
"pomham",2,0.000002,0.998004
"pomp",1,0.000001,0.999002
"pompadour",1,0.000001,0.999002
"pompano",1,0.000001,0.999002
"pompeii",5,0.000005,0.995018
"pompeii'",1,0.000001,0.999002
"pompey",2,0.000002,0.998004
"pompon",1,0.000001,0.999002
"pompou",3,0.000003,0.997008
"pompous",2,0.000002,0.998004
"pon",4,0.000004,0.996012
"ponc",1,0.000001,0.999002
"ponchartrain",1,0.000001,0.999002
"ponchielli",1,0.000001,0.999002
"poncho",3,0.000003,0.997008
"pond",32,0.000032,0.968539
"ponder",10,0.000010,0.990060
"poni",16,0.000016,0.984144
"ponkob",1,0.000001,0.999002
"ponoluu",1,0.000001,0.999002
"pont",35,0.000035,0.965640
"pont'",15,0.000015,0.985127
"pontchartrain",2,0.000002,0.998004
"pontiac",1,0.000001,0.999002
"pontif",2,0.000002,0.998004
"pontiff",1,0.000001,0.999002
"pontissara",1,0.000001,0.999002
"pontiu",1,0.000001,0.999002
"pony'",1,0.000001,0.999002
"pooch",1,0.000001,0.999002
"poodl",2,0.000002,0.998004
"pooh-pooh",1,0.000001,0.999002
"pool",129,0.000129,0.879091
"pool'",6,0.000006,0.994024
"pool-car",1,0.000001,0.999002
"pool-equip",1,0.000001,0.999002
"pool-own",1,0.000001,0.999002
"pool-sid",2,0.000002,0.998004
"poor",113,0.000113,0.893255
"poor'",1,0.000001,0.999002
"poor-mouth",1,0.000001,0.999002
"poor-white-trash",1,0.000001,0.999002
"poorer",3,0.000003,0.997008
"poorest",3,0.000003,0.997008
"poorli",11,0.000011,0.989071
"pop",31,0.000031,0.969507
"pop'lar",1,0.000001,0.999002
"pope",41,0.000041,0.959870
"pope'",3,0.000003,0.997008
"popish",2,0.000002,0.998004
"poplar",1,0.000001,0.999002
"poplin",1,0.000001,0.999002
"poppi",3,0.000003,0.997008
"poppyse",1,0.000001,0.999002
"pops'",1,0.000001,0.999002
"popul",162,0.000162,0.850583
"populac",4,0.000004,0.996012
"populair",2,0.000002,0.998004
"popular",116,0.000116,0.890582
"popularli",7,0.000007,0.993032
"porcelain",2,0.000002,0.998004
"porch",45,0.000045,0.956042
"porcupin",1,0.000001,0.999002
"pore",7,0.000007,0.993032
"porgi",1,0.000001,0.999002
"pork",10,0.000010,0.990060
"pork-barrel",1,0.000001,0.999002
"pornograph",2,0.000002,0.998004
"pornsen",3,0.000003,0.997008
"poros",2,0.000002,0.998004
"porou",12,0.000012,0.988084
"porpois",1,0.000001,0.999002
"porridg",1,0.000001,0.999002
"port",25,0.000025,0.975335
"porta",1,0.000001,0.999002
"portabl",13,0.000013,0.987097
"portag",1,0.000001,0.999002
"portago",5,0.000005,0.995018
"portal",3,0.000003,0.997008
"portant",1,0.000001,0.999002
"portend",1,0.000001,0.999002
"portent",3,0.000003,0.997008
"porter",18,0.000018,0.982179
"porter'",2,0.000002,0.998004
"porterhous",1,0.000001,0.999002
"portfolio",1,0.000001,0.999002
"portfolio-mak",2,0.000002,0.998004
"portia",1,0.000001,0.999002
"portico",3,0.000003,0.997008
"portion",73,0.000073,0.929671
"portland",24,0.000024,0.976310
"portland'",2,0.000002,0.998004
"portli",1,0.000001,0.999002
"porto",3,0.000003,0.997008
"portrait",24,0.000024,0.976310
"portraitur",1,0.000001,0.999002
"portray",26,0.000026,0.974361
"portsmouth",4,0.000004,0.996012
"portug",4,0.000004,0.996012
"portugues",3,0.000003,0.997008
"portwatch",2,0.000002,0.998004
"portwatchers'",1,0.000001,0.999002
"pose",22,0.000022,0.978262
"poseidon",1,0.000001,0.999002
"poseur",2,0.000002,0.998004
"posey",1,0.000001,0.999002
"poshest",1,0.000001,0.999002
"posit",379,0.000379,0.342406
"positiv",4,0.000004,0.996012
"positivist",10,0.000010,0.990060
"poss",11,0.000011,0.989071
"posse'",2,0.000002,0.998004
"posseman",1,0.000001,0.999002
"possemen",1,0.000001,0.999002
"possess",89,0.000089,0.914929
"possessor",1,0.000001,0.999002
"possibl",565,0.000564,0.568691
"possum",2,0.000002,0.998004
"possum-hunt",2,0.000002,0.998004
"post",118,0.000118,0.888804
"post'",1,0.000001,0.999002
"post-attack",5,0.000005,0.995018
"post-bellum",2,0.000002,0.998004
"post-censu",1,0.000001,0.999002
"post-civil",1,0.000001,0.999002
"post-dispatch",1,0.000001,0.999002
"post-gradu",1,0.000001,0.999002
"post-inaugur",1,0.000001,0.999002
"post-independ",1,0.000001,0.999002
"post-mortem",1,0.000001,0.999002
"post-op",1,0.000001,0.999002
"post-reapportion",1,0.000001,0.999002
"post-seri",1,0.000001,0.999002
"post-war",8,0.000008,0.992040
"post-world",3,0.000003,0.997008
"postage-prepaid",1,0.000001,0.999002
"postal",7,0.000007,0.993032
"postcard",8,0.000008,0.992040
"poster",14,0.000014,0.986112
"posterior",6,0.000006,0.994024
"postgradu",3,0.000003,0.997008
"posthum",2,0.000002,0.998004
"postman",2,0.000002,0.998004
"postmark",2,0.000002,0.998004
"postmast",5,0.000005,0.995018
"postmaster'",1,0.000001,0.999002
"postmen",2,0.000002,0.998004
"postpon",21,0.000021,0.979240
"postscript",3,0.000003,0.997008
"postul",11,0.000011,0.989071
"postur",15,0.000015,0.985127
"postwar",11,0.000011,0.989071
"pot",37,0.000037,0.963713
"potassium",5,0.000005,0.995018
"potato",30,0.000030,0.970476
"potboil",3,0.000003,0.997008
"potemkin",4,0.000004,0.996012
"potemkin'",3,0.000003,0.997008
"potenc",6,0.000006,0.994024
"potent",9,0.000009,0.991050
"potenti",89,0.000089,0.914929
"potentiomet",1,0.000001,0.999002
"pothol",1,0.000001,0.999002
"potion",1,0.000001,0.999002
"potlatch",1,0.000001,0.999002
"potomac",2,0.000002,0.998004
"potowomut",1,0.000001,0.999002
"potpourri",1,0.000001,0.999002
"potsdam",1,0.000001,0.999002
"pottawatomi",1,0.000001,0.999002
"potter",12,0.000012,0.988084
"potteri",16,0.000016,0.984144
"pouch",4,0.000004,0.996012
"poughkeepsi",2,0.000002,0.998004
"pouilly-fuiss",1,0.000001,0.999002
"poultic",5,0.000005,0.995018
"poultri",11,0.000011,0.989071
"poultry-lov",1,0.000001,0.999002
"pound",82,0.000082,0.921350
"pound-foolish",1,0.000001,0.999002
"pound-of-flesh",1,0.000001,0.999002
"pounds'",1,0.000001,0.999002
"poupin",1,0.000001,0.999002
"pour",49,0.000049,0.952229
"poured-in-plac",1,0.000001,0.999002
"poussin",3,0.000003,0.997008
"poussin'",1,0.000001,0.999002
"pout",2,0.000002,0.998004
"poverti",20,0.000020,0.980219
"poverty-stricken",2,0.000002,0.998004
"pow",1,0.000001,0.999002
"powder",40,0.000040,0.960829
"powderi",3,0.000003,0.997008
"powderpuff",1,0.000001,0.999002
"powel",15,0.000015,0.985127
"powell'",2,0.000002,0.998004
"power",485,0.000485,0.616005
"power'",1,0.000001,0.999002
"power-hungri",1,0.000001,0.999002
"power-seek",1,0.000001,0.999002
"power-starv",1,0.000001,0.999002
"powerless",3,0.000003,0.997008
"powerpl",1,0.000001,0.999002
"powers-that-b",1,0.000001,0.999002
"powick",1,0.000001,0.999002
"poynting-robertson",5,0.000005,0.995018
"pozzatti",5,0.000005,0.995018
"pp.",9,0.000009,0.991050
"pq",1,0.000001,0.999002
"prabang",2,0.000002,0.998004
"practic",300,0.000300,0.741047
"practis",3,0.000003,0.997008
"practition",8,0.000008,0.992040
"prado",1,0.000001,0.999002
"pragmat",6,0.000006,0.994024
"pragu",3,0.000003,0.997008
"prai",1,0.000001,0.999002
"prairi",21,0.000021,0.979240
"prais",34,0.000034,0.966605
"praisegod",3,0.000003,0.997008
"pram",2,0.000002,0.998004
"pranc",3,0.000003,0.997008
"prandtl",1,0.000001,0.999002
"pranha",1,0.000001,0.999002
"prank",2,0.000002,0.998004
"pratakku",1,0.000001,0.999002
"pratt",10,0.000010,0.990060
"pratt'",1,0.000001,0.999002
"prattvil",1,0.000001,0.999002
"pray",27,0.000027,0.973388
"prayer",43,0.000043,0.957954
"prayer-request",1,0.000001,0.999002
"prayer-tim",1,0.000001,0.999002
"prayerbook",1,0.000001,0.999002
"prayin'",2,0.000002,0.998004
"pre-1960",1,0.000001,0.999002
"pre-academ",1,0.000001,0.999002
"pre-anglo-saxon",1,0.000001,0.999002
"pre-assault",1,0.000001,0.999002
"pre-attack",1,0.000001,0.999002
"pre-cast",1,0.000001,0.999002
"pre-civil",2,0.000002,0.998004
"pre-condit",1,0.000001,0.999002
"pre-consci",1,0.000001,0.999002
"pre-cool",1,0.000001,0.999002
"pre-decor",1,0.000001,0.999002
"pre-determin",1,0.000001,0.999002
"pre-dril",1,0.000001,0.999002
"pre-east",1,0.000001,0.999002
"pre-emin",1,0.000001,0.999002
"pre-employ",1,0.000001,0.999002
"pre-empt",2,0.000002,0.998004
"pre-exist",2,0.000002,0.998004
"pre-fair",1,0.000001,0.999002
"pre-french",1,0.000001,0.999002
"pre-han",1,0.000001,0.999002
"pre-histor",1,0.000001,0.999002
"pre-histori",2,0.000002,0.998004
"pre-inaugur",1,0.000001,0.999002
"pre-legisl",2,0.000002,0.998004
"pre-liter",1,0.000001,0.999002
"pre-marit",1,0.000001,0.999002
"pre-nupti",1,0.000001,0.999002
"pre-pack",1,0.000001,0.999002
"pre-penicillin",1,0.000001,0.999002
"pre-plan",1,0.000001,0.999002
"pre-primari",2,0.000002,0.998004
"pre-pun",1,0.000001,0.999002
"pre-revolutionari",1,0.000001,0.999002
"pre-school",1,0.000001,0.999002
"pre-season",2,0.000002,0.998004
"pre-sel",2,0.000002,0.998004
"pre-set",1,0.000001,0.999002
"pre-shap",2,0.000002,0.998004
"pre-vis",1,0.000001,0.999002
"pre-war",6,0.000006,0.994024
"pre-world-war-",1,0.000001,0.999002
"preach",34,0.000034,0.966605
"preacher",13,0.000013,0.987097
"preacher-sing",1,0.000001,0.999002
"preambl",7,0.000007,0.993032
"prearrang",1,0.000001,0.999002
"precari",11,0.000011,0.989071
"precaut",15,0.000015,0.985127
"precautionari",2,0.000002,0.998004
"preced",64,0.000064,0.938067
"precedent-bas",1,0.000001,0.999002
"preceed",3,0.000003,0.997008
"precept",4,0.000004,0.996012
"prechlorin",1,0.000001,0.999002
"precinct",13,0.000013,0.987097
